Source,Target,Type,Id,Label,timeset,Weight
683165801724841,450917358304920,Directed,0,,,1
683165801724841,299829183512692,Directed,1,,,1
683165801724841,273478789374221,Directed,2,,,1
683165801724841,156278081235263,Directed,3,,,1
683165801724841,272283559499029,Directed,4,,,1
683165801724841,781976058583739,Directed,5,,,1
683165801724841,429393817209648,Directed,6,,,1
683165801724841,434303343267640,Directed,7,,,1
683165801724841,525947897510263,Directed,8,,,1
683165801724841,196289123762575,Directed,9,,,1
683165801724841,172722272759714,Directed,10,,,1
683165801724841,150199001742246,Directed,11,,,1
683165801724841,271219613046710,Directed,12,,,1
683165801724841,135469696620079,Directed,13,,,1
683165801724841,8062627951,Directed,14,,,1
683165801724841,111379592209133,Directed,15,,,1
683165801724841,56858613945,Directed,16,,,1
683165801724841,430071167048306,Directed,17,,,1
683165801724841,177696855646576,Directed,18,,,1
683165801724841,100626453426434,Directed,19,,,1
683165801724841,1402363676667364,Directed,20,,,1
683165801724841,627818290603593,Directed,21,,,1
683165801724841,120945717945722,Directed,22,,,1
683165801724841,274172822601369,Directed,23,,,1
683165801724841,296576633729882,Directed,24,,,1
683165801724841,515293065153785,Directed,25,,,1
683165801724841,61213649618,Directed,26,,,1
683165801724841,327329460659853,Directed,27,,,1
683165801724841,457075114418386,Directed,28,,,1
683165801724841,224923240854085,Directed,29,,,1
683165801724841,125532407506768,Directed,30,,,1
450917358304920,217477584953353,Directed,31,,,1
450917358304920,699818913417476,Directed,32,,,1
450917358304920,468997796767461,Directed,33,,,1
450917358304920,179378314624,Directed,34,,,1
450917358304920,346593078725441,Directed,35,,,1
450917358304920,324328923169,Directed,36,,,1
450917358304920,437149966484508,Directed,37,,,1
450917358304920,204615372914214,Directed,38,,,1
450917358304920,898241776941784,Directed,39,,,1
450917358304920,762792330496868,Directed,40,,,1
450917358304920,1670700863209226,Directed,41,,,1
450917358304920,647245905384802,Directed,42,,,1
450917358304920,100274586783843,Directed,43,,,1
450917358304920,228624677163982,Directed,44,,,1
450917358304920,623007654471409,Directed,45,,,1
450917358304920,956959234368505,Directed,46,,,1
450917358304920,150961531719397,Directed,47,,,1
450917358304920,103652397119,Directed,48,,,1
450917358304920,395735210575691,Directed,49,,,1
450917358304920,114377185266717,Directed,50,,,1
450917358304920,1543472452594138,Directed,51,,,1
450917358304920,1068974463119921,Directed,52,,,1
450917358304920,1543179035821029,Directed,53,,,1
450917358304920,857944240893308,Directed,54,,,1
450917358304920,185183467916,Directed,55,,,1
450917358304920,667220580067019,Directed,56,,,1
450917358304920,325684507481499,Directed,57,,,1
450917358304920,327762240630302,Directed,58,,,1
450917358304920,333764313371915,Directed,59,,,1
450917358304920,131318666984861,Directed,60,,,1
450917358304920,45192486874,Directed,61,,,1
450917358304920,200845773313765,Directed,62,,,1
450917358304920,299157011340,Directed,63,,,1
450917358304920,234653426642459,Directed,64,,,1
450917358304920,110088019056218,Directed,65,,,1
450917358304920,355747541121673,Directed,66,,,1
450917358304920,306591939421813,Directed,67,,,1
450917358304920,364470046955010,Directed,68,,,1
450917358304920,194529130573243,Directed,69,,,1
450917358304920,136499533086086,Directed,70,,,1
450917358304920,114868975193680,Directed,71,,,1
450917358304920,197196013653578,Directed,72,,,1
450917358304920,742695452510123,Directed,73,,,1
450917358304920,392688660807999,Directed,74,,,1
450917358304920,186808684838568,Directed,75,,,1
450917358304920,112558775563564,Directed,76,,,1
450917358304920,107980265896956,Directed,77,,,1
450917358304920,109485742404129,Directed,78,,,1
450917358304920,105707049532808,Directed,79,,,1
450917358304920,299966159738,Directed,80,,,1
450917358304920,253247678127982,Directed,81,,,1
450917358304920,261518774014039,Directed,82,,,1
450917358304920,187094717986711,Directed,83,,,1
450917358304920,195287592432,Directed,84,,,1
450917358304920,119377991491526,Directed,85,,,1
450917358304920,323048284484143,Directed,86,,,1
450917358304920,148484188617983,Directed,87,,,1
450917358304920,51491238316,Directed,88,,,1
299829183512692,547933841936469,Directed,89,,,1
299829183512692,251769572026605,Directed,90,,,1
299829183512692,301003216667425,Directed,91,,,1
299829183512692,1829935520564965,Directed,92,,,1
299829183512692,149347855727561,Directed,93,,,1
299829183512692,113252792059060,Directed,94,,,1
299829183512692,125024854112,Directed,95,,,1
299829183512692,1035720906473736,Directed,96,,,1
299829183512692,443509382440932,Directed,97,,,1
299829183512692,1686632861612579,Directed,98,,,1
299829183512692,1864411223803862,Directed,99,,,1
299829183512692,468586243214951,Directed,100,,,1
299829183512692,739752109534307,Directed,101,,,1
299829183512692,135469696620079,Directed,102,,,1
299829183512692,601760506504527,Directed,103,,,1
299829183512692,111488948905604,Directed,104,,,1
299829183512692,5601262769,Directed,105,,,1
299829183512692,1598399590419180,Directed,106,,,1
299829183512692,437095003358788,Directed,107,,,1
299829183512692,115098615297581,Directed,108,,,1
299829183512692,716858545139928,Directed,109,,,1
299829183512692,1165605103538919,Directed,110,,,1
299829183512692,457075114418386,Directed,111,,,1
299829183512692,142597839110085,Directed,112,,,1
299829183512692,620914904656191,Directed,113,,,1
299829183512692,273234012851013,Directed,114,,,1
299829183512692,1245186922164093,Directed,115,,,1
299829183512692,847086658735226,Directed,116,,,1
299829183512692,163807723733044,Directed,117,,,1
299829183512692,525947897510263,Directed,118,,,1
299829183512692,1192111300895801,Directed,119,,,1
299829183512692,491615680854516,Directed,120,,,1
299829183512692,620906621394246,Directed,121,,,1
299829183512692,575195305961394,Directed,122,,,1
299829183512692,1524692730876314,Directed,123,,,1
299829183512692,835133816563977,Directed,124,,,1
299829183512692,111379592209133,Directed,125,,,1
299829183512692,205109146336288,Directed,126,,,1
299829183512692,106075849778810,Directed,127,,,1
299829183512692,224007044328679,Directed,128,,,1
299829183512692,264260070333944,Directed,129,,,1
299829183512692,180012152012326,Directed,130,,,1
299829183512692,102819106420326,Directed,131,,,1
299829183512692,696884496988748,Directed,132,,,1
299829183512692,1660936300802090,Directed,133,,,1
299829183512692,21108886252,Directed,134,,,1
299829183512692,176396602389420,Directed,135,,,1
299829183512692,434667256614075,Directed,136,,,1
299829183512692,125532407506768,Directed,137,,,1
299829183512692,175417216973,Directed,138,,,1
299829183512692,1430943987148870,Directed,139,,,1
299829183512692,606746659446883,Directed,140,,,1
299829183512692,271219613046710,Directed,141,,,1
299829183512692,463855240364228,Directed,142,,,1
299829183512692,305330336163266,Directed,143,,,1
273478789374221,1449751091953827,Directed,144,,,1
273478789374221,439311156167084,Directed,145,,,1
273478789374221,196289123762575,Directed,146,,,1
273478789374221,171744239626264,Directed,147,,,1
273478789374221,403868116385321,Directed,148,,,1
273478789374221,457075114418386,Directed,149,,,1
273478789374221,684672098210301,Directed,150,,,1
273478789374221,449429581798541,Directed,151,,,1
273478789374221,115132221871089,Directed,152,,,1
273478789374221,185196044826388,Directed,153,,,1
273478789374221,390406104399665,Directed,154,,,1
273478789374221,159197257477389,Directed,155,,,1
273478789374221,289527377743802,Directed,156,,,1
273478789374221,1375798532741306,Directed,157,,,1
273478789374221,140764542780182,Directed,158,,,1
273478789374221,241806149201604,Directed,159,,,1
273478789374221,333814206637321,Directed,160,,,1
273478789374221,173567175510,Directed,161,,,1
273478789374221,116735668358041,Directed,162,,,1
273478789374221,223659030987119,Directed,163,,,1
273478789374221,378227108899732,Directed,164,,,1
273478789374221,134039689951721,Directed,165,,,1
273478789374221,437462016295440,Directed,166,,,1
273478789374221,156871587731626,Directed,167,,,1
273478789374221,203241413048013,Directed,168,,,1
273478789374221,113215355415003,Directed,169,,,1
273478789374221,123497001023899,Directed,170,,,1
273478789374221,287672845984,Directed,171,,,1
273478789374221,155935744459288,Directed,172,,,1
273478789374221,104478362944433,Directed,173,,,1
273478789374221,56713285274,Directed,174,,,1
273478789374221,360813803976721,Directed,175,,,1
273478789374221,153609314672181,Directed,176,,,1
273478789374221,113116715411015,Directed,177,,,1
273478789374221,260819157288541,Directed,178,,,1
273478789374221,188011127917723,Directed,179,,,1
273478789374221,131177270296966,Directed,180,,,1
273478789374221,268619699827529,Directed,181,,,1
273478789374221,299653444777,Directed,182,,,1
273478789374221,131625336939253,Directed,183,,,1
273478789374221,116773631750760,Directed,184,,,1
273478789374221,152552288115942,Directed,185,,,1
273478789374221,224923240854085,Directed,186,,,1
273478789374221,416477318546436,Directed,187,,,1
273478789374221,120331840549,Directed,188,,,1
273478789374221,39062279848,Directed,189,,,1
273478789374221,115016725181873,Directed,190,,,1
273478789374221,105804632826901,Directed,191,,,1
273478789374221,205185200087,Directed,192,,,1
273478789374221,183369208456056,Directed,193,,,1
273478789374221,485109781502787,Directed,194,,,1
273478789374221,173119076046518,Directed,195,,,1
273478789374221,111379592209133,Directed,196,,,1
273478789374221,124583697615431,Directed,197,,,1
273478789374221,113529011990795,Directed,198,,,1
273478789374221,7300010755,Directed,199,,,1
273478789374221,6191007822,Directed,200,,,1
273478789374221,173765609344282,Directed,201,,,1
273478789374221,211781132275984,Directed,202,,,1
273478789374221,261052263952912,Directed,203,,,1
273478789374221,173812509387034,Directed,204,,,1
273478789374221,169492679774937,Directed,205,,,1
273478789374221,117772974904995,Directed,206,,,1
273478789374221,176008642446178,Directed,207,,,1
273478789374221,54285755517,Directed,208,,,1
273478789374221,177696855646576,Directed,209,,,1
273478789374221,98796418643,Directed,210,,,1
273478789374221,116089504822,Directed,211,,,1
273478789374221,42603376541,Directed,212,,,1
273478789374221,270599896344507,Directed,213,,,1
273478789374221,137017066340686,Directed,214,,,1
273478789374221,515524185134115,Directed,215,,,1
273478789374221,434303343267640,Directed,216,,,1
273478789374221,164750020214910,Directed,217,,,1
273478789374221,131636185982,Directed,218,,,1
273478789374221,350490649436,Directed,219,,,1
273478789374221,125532407506768,Directed,220,,,1
273478789374221,47452432099,Directed,221,,,1
273478789374221,119206261442980,Directed,222,,,1
273478789374221,159148730826046,Directed,223,,,1
273478789374221,59133047624,Directed,224,,,1
273478789374221,128924107165074,Directed,225,,,1
156278081235263,214102895359832,Directed,226,,,1
156278081235263,1604851596466157,Directed,227,,,1
156278081235263,567993373335488,Directed,228,,,1
156278081235263,150553631675975,Directed,229,,,1
156278081235263,361638900696925,Directed,230,,,1
156278081235263,1044401975572701,Directed,231,,,1
156278081235263,434667256614075,Directed,232,,,1
156278081235263,863618157052399,Directed,233,,,1
156278081235263,257507057773765,Directed,234,,,1
156278081235263,100247960066246,Directed,235,,,1
156278081235263,671253036258853,Directed,236,,,1
156278081235263,636390386414009,Directed,237,,,1
156278081235263,240099739469413,Directed,238,,,1
156278081235263,561201990567670,Directed,239,,,1
156278081235263,409885215726426,Directed,240,,,1
156278081235263,112109168870108,Directed,241,,,1
156278081235263,84652423913,Directed,242,,,1
156278081235263,230400783714356,Directed,243,,,1
156278081235263,327329460659853,Directed,244,,,1
156278081235263,415442445256720,Directed,245,,,1
156278081235263,165120380358392,Directed,246,,,1
156278081235263,768335799863246,Directed,247,,,1
156278081235263,434414169998382,Directed,248,,,1
156278081235263,131636185982,Directed,249,,,1
156278081235263,125532407506768,Directed,250,,,1
156278081235263,165217544628,Directed,251,,,1
156278081235263,167153787469,Directed,252,,,1
156278081235263,152636271463434,Directed,253,,,1
156278081235263,185950174859148,Directed,254,,,1
156278081235263,240029332859698,Directed,255,,,1
156278081235263,457075114418386,Directed,256,,,1
156278081235263,224923240854085,Directed,257,,,1
156278081235263,191631080995834,Directed,258,,,1
156278081235263,151103811617952,Directed,259,,,1
272283559499029,1467634326788319,Directed,260,,,1
272283559499029,245749208886851,Directed,261,,,1
272283559499029,121578058031288,Directed,262,,,1
272283559499029,212954698743331,Directed,263,,,1
272283559499029,288959398104167,Directed,264,,,1
272283559499029,321220495030079,Directed,265,,,1
272283559499029,300519447019724,Directed,266,,,1
272283559499029,139892560051152,Directed,267,,,1
272283559499029,2019885878242520,Directed,268,,,1
272283559499029,1317257018365639,Directed,269,,,1
272283559499029,146231789330354,Directed,270,,,1
272283559499029,814276105289149,Directed,271,,,1
272283559499029,1953854601526017,Directed,272,,,1
272283559499029,1502832760036007,Directed,273,,,1
272283559499029,296576633729882,Directed,274,,,1
272283559499029,1662726577345917,Directed,275,,,1
272283559499029,166398433457084,Directed,276,,,1
272283559499029,781976058583739,Directed,277,,,1
272283559499029,757923197634073,Directed,278,,,1
272283559499029,708369509276144,Directed,279,,,1
272283559499029,177675822269087,Directed,280,,,1
272283559499029,168405633278373,Directed,281,,,1
272283559499029,386046764777047,Directed,282,,,1
272283559499029,312749442178908,Directed,283,,,1
272283559499029,568467969946185,Directed,284,,,1
272283559499029,766880720039944,Directed,285,,,1
272283559499029,511521995552064,Directed,286,,,1
272283559499029,156572791074708,Directed,287,,,1
272283559499029,446391658750420,Directed,288,,,1
272283559499029,47427598263,Directed,289,,,1
272283559499029,159583857424286,Directed,290,,,1
272283559499029,628223457290221,Directed,291,,,1
272283559499029,395537107243447,Directed,292,,,1
272283559499029,425425190912249,Directed,293,,,1
272283559499029,164814586897879,Directed,294,,,1
272283559499029,1481075325479286,Directed,295,,,1
272283559499029,227254357331314,Directed,296,,,1
272283559499029,523087707825341,Directed,297,,,1
272283559499029,709658802424889,Directed,298,,,1
272283559499029,760472784062055,Directed,299,,,1
272283559499029,626376920766699,Directed,300,,,1
272283559499029,617899318251791,Directed,301,,,1
272283559499029,551531888278131,Directed,302,,,1
272283559499029,111044835708359,Directed,303,,,1
272283559499029,466896620105949,Directed,304,,,1
272283559499029,132941490064208,Directed,305,,,1
272283559499029,158363636498,Directed,306,,,1
272283559499029,422435827825012,Directed,307,,,1
272283559499029,1426304670973746,Directed,308,,,1
272283559499029,317181965124938,Directed,309,,,1
272283559499029,148872151917722,Directed,310,,,1
272283559499029,7746841478,Directed,311,,,1
272283559499029,499893440040341,Directed,312,,,1
272283559499029,201614796538814,Directed,313,,,1
272283559499029,178057035685475,Directed,314,,,1
272283559499029,142597839110085,Directed,315,,,1
272283559499029,312003105678,Directed,316,,,1
272283559499029,217670351720235,Directed,317,,,1
272283559499029,223958111147755,Directed,318,,,1
272283559499029,1425435727676160,Directed,319,,,1
272283559499029,203321339799481,Directed,320,,,1
272283559499029,182645981806707,Directed,321,,,1
272283559499029,110814498937286,Directed,322,,,1
272283559499029,550219828385580,Directed,323,,,1
272283559499029,273251706212305,Directed,324,,,1
272283559499029,299829183512692,Directed,325,,,1
272283559499029,406909646110157,Directed,326,,,1
272283559499029,61213649618,Directed,327,,,1
272283559499029,152636271463434,Directed,328,,,1
272283559499029,525947897510263,Directed,329,,,1
272283559499029,1393787234212120,Directed,330,,,1
272283559499029,156278081235263,Directed,331,,,1
272283559499029,257308631109932,Directed,332,,,1
272283559499029,493662607398913,Directed,333,,,1
272283559499029,95703172152,Directed,334,,,1
272283559499029,147263715456655,Directed,335,,,1
272283559499029,1445699198998699,Directed,336,,,1
272283559499029,291484584294457,Directed,337,,,1
272283559499029,434303343267640,Directed,338,,,1
272283559499029,457075114418386,Directed,339,,,1
272283559499029,244503182398254,Directed,340,,,1
272283559499029,660012640738452,Directed,341,,,1
272283559499029,150179421859105,Directed,342,,,1
272283559499029,177696855646576,Directed,343,,,1
272283559499029,195741627157484,Directed,344,,,1
272283559499029,296351093766469,Directed,345,,,1
272283559499029,395875277198810,Directed,346,,,1
272283559499029,1407134612886649,Directed,347,,,1
272283559499029,671253036258853,Directed,348,,,1
272283559499029,1429336240622588,Directed,349,,,1
272283559499029,134595406607861,Directed,350,,,1
272283559499029,156283527897703,Directed,351,,,1
272283559499029,273305282567,Directed,352,,,1
272283559499029,259294300089,Directed,353,,,1
272283559499029,131636185982,Directed,354,,,1
272283559499029,693937443966640,Directed,355,,,1
272283559499029,434667256614075,Directed,356,,,1
272283559499029,327329460659853,Directed,357,,,1
272283559499029,260819157288541,Directed,358,,,1
272283559499029,204770229708299,Directed,359,,,1
272283559499029,359800714042985,Directed,360,,,1
272283559499029,574637085917261,Directed,361,,,1
272283559499029,247794378644718,Directed,362,,,1
272283559499029,218468684856421,Directed,363,,,1
272283559499029,141504199351028,Directed,364,,,1
272283559499029,312389327658,Directed,365,,,1
272283559499029,39047119344,Directed,366,,,1
272283559499029,153609314672181,Directed,367,,,1
272283559499029,150199001742246,Directed,368,,,1
272283559499029,198987336800781,Directed,369,,,1
272283559499029,29092950651,Directed,370,,,1
272283559499029,163467208493,Directed,371,,,1
272283559499029,162687940433413,Directed,372,,,1
272283559499029,220626401296240,Directed,373,,,1
272283559499029,122826261126531,Directed,374,,,1
272283559499029,125532407506768,Directed,375,,,1
272283559499029,206080532744381,Directed,376,,,1
272283559499029,8062627951,Directed,377,,,1
272283559499029,118487074917801,Directed,378,,,1
272283559499029,108700485820465,Directed,379,,,1
272283559499029,145576408810227,Directed,380,,,1
272283559499029,183036453131,Directed,381,,,1
272283559499029,175417216973,Directed,382,,,1
272283559499029,129014330472266,Directed,383,,,1
272283559499029,168083269964027,Directed,384,,,1
272283559499029,119244601497258,Directed,385,,,1
272283559499029,13151040722,Directed,386,,,1
272283559499029,6013004059,Directed,387,,,1
272283559499029,224923240854085,Directed,388,,,1
272283559499029,1613395598897719,Directed,389,,,1
781976058583739,1196751357016835,Directed,390,,,1
781976058583739,100281183405102,Directed,391,,,1
781976058583739,352042978249809,Directed,392,,,1
781976058583739,741718059209861,Directed,393,,,1
781976058583739,483325088443553,Directed,394,,,1
781976058583739,84652423913,Directed,395,,,1
781976058583739,273478789374221,Directed,396,,,1
781976058583739,457075114418386,Directed,397,,,1
781976058583739,296576633729882,Directed,398,,,1
781976058583739,627818290603593,Directed,399,,,1
781976058583739,1402363676667364,Directed,400,,,1
781976058583739,100626453426434,Directed,401,,,1
781976058583739,177696855646576,Directed,402,,,1
781976058583739,430071167048306,Directed,403,,,1
781976058583739,56858613945,Directed,404,,,1
781976058583739,150199001742246,Directed,405,,,1
781976058583739,119244601497258,Directed,406,,,1
781976058583739,172722272759714,Directed,407,,,1
781976058583739,525947897510263,Directed,408,,,1
781976058583739,272283559499029,Directed,409,,,1
781976058583739,156278081235263,Directed,410,,,1
781976058583739,327329460659853,Directed,411,,,1
781976058583739,125532407506768,Directed,412,,,1
781976058583739,929801990372278,Directed,413,,,1
781976058583739,173119076046518,Directed,414,,,1
781976058583739,683165801724841,Directed,415,,,1
434303343267640,189697361121854,Directed,416,,,1
434303343267640,5830082681,Directed,417,,,1
434303343267640,112401055439442,Directed,418,,,1
434303343267640,278892245585995,Directed,419,,,1
434303343267640,463855240364228,Directed,420,,,1
434303343267640,273478789374221,Directed,421,,,1
434303343267640,358954674180248,Directed,422,,,1
525947897510263,781976058583739,Directed,423,,,1
525947897510263,425425190912249,Directed,424,,,1
525947897510263,552972071566292,Directed,425,,,1
525947897510263,357490153360,Directed,426,,,1
525947897510263,1640898572821978,Directed,427,,,1
525947897510263,356939351151948,Directed,428,,,1
525947897510263,1731218000491370,Directed,429,,,1
525947897510263,154250194649125,Directed,430,,,1
525947897510263,434667256614075,Directed,431,,,1
525947897510263,617379298276102,Directed,432,,,1
525947897510263,121287067920881,Directed,433,,,1
525947897510263,609718299145612,Directed,434,,,1
525947897510263,693937443966640,Directed,435,,,1
525947897510263,1694557180772565,Directed,436,,,1
525947897510263,1426304670973746,Directed,437,,,1
525947897510263,834454876590526,Directed,438,,,1
525947897510263,84652423913,Directed,439,,,1
525947897510263,148223121879440,Directed,440,,,1
525947897510263,649380638521974,Directed,441,,,1
525947897510263,714462275278968,Directed,442,,,1
196289123762575,21108886252,Directed,443,,,1
196289123762575,118389084847867,Directed,444,,,1
172722272759714,198936899159,Directed,445,,,1
172722272759714,198014590241079,Directed,446,,,1
172722272759714,137018139668337,Directed,447,,,1
172722272759714,108704499182496,Directed,448,,,1
172722272759714,115162515210578,Directed,449,,,1
172722272759714,145723748788343,Directed,450,,,1
172722272759714,336548116368894,Directed,451,,,1
172722272759714,157239670990711,Directed,452,,,1
172722272759714,238389959507279,Directed,453,,,1
172722272759714,104671472920170,Directed,454,,,1
172722272759714,85029477309,Directed,455,,,1
172722272759714,9057793150,Directed,456,,,1
172722272759714,269943679825,Directed,457,,,1
172722272759714,115487951844022,Directed,458,,,1
150199001742246,144890855538532,Directed,459,,,1
150199001742246,449217871869997,Directed,460,,,1
